metric_group,metric_name,today_value,previous_value,abs_change,pct_change,interpretation,data_source,notes
outcome_integrity,outcome_failure_reason_distribution,{},"{""catchup_window_exceeded"": 8, ""window_elapsed_without_price_update"": 536}",,,结构化内容变化；需人工查看差异,"{""previous"": {""path"": ""outcome_price_source_summary.outcome_failure_reason_distribution"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""outcome_source_summary.outcome_failure_reason_distribution"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:outcome_price_source_summary.outcome_failure_reason_distribution->outcome_source_summary.outcome_failure_reason_distribution | source_report_changed:overnight_trade_action->afternoon_evening_state
outcome_integrity,catchup_completed_count,0,0,0.0,,与 previous 持平,"{""previous"": {""path"": ""outcome_price_source_summary.catchup_completed_count"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""outcome_source_summary.catchup_completed_count"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:outcome_price_source_summary.catchup_completed_count->outcome_source_summary.catchup_completed_count | source_report_changed:overnight_trade_action->afternoon_evening_state
outcome_integrity,catchup_expired_count,0,6,-6.0,-100.0,数量变化；仅表示规模/活动变化，不直接代表质量改善,"{""previous"": {""path"": ""outcome_price_source_summary.catchup_expired_count"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""outcome_source_summary.catchup_expired_count"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:outcome_price_source_summary.catchup_expired_count->outcome_source_summary.catchup_expired_count | source_report_changed:overnight_trade_action->afternoon_evening_state
outcome_integrity,scheduler_health_summary,"{""catchup_completed_count"": 0, ""catchup_expired_count"": 0, ""completed_count"": 6, ""expired_count"": 0, ""pending_count"": 6, ""settled_by_distribution"": {""outcome_scheduler"": 6}, ""unavailable_count"": 0}","{""catchup_completed_count"": 0, ""catchup_expired_count"": 6, ""completed_count"": 118, ""expired_count"": 290, ""pending_count"": 0, ""settled_by_distribution"": {""outcome_scheduler_catchup"": 6}, ""unavailable_count"": 0}",,,结构化内容变化；需人工查看差异,"{""previous"": {""path"": ""outcome_price_source_summary.scheduler_health_summary"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""outcome_source_summary.scheduler_health_summary"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:outcome_price_source_summary.scheduler_health_summary->outcome_source_summary.scheduler_health_summary | source_report_changed:overnight_trade_action->afternoon_evening_state
market_context,live_public_rate,1.0,1.0,0.0,0.0,与 previous 持平,"{""previous"": {""path"": ""market_context_health.window.live_public_rate"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""market_context_health.window.live_public_rate"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
market_context,unavailable_rate,0.0,0.0,0.0,,与 previous 持平,"{""previous"": {""path"": ""market_context_health.window.unavailable_rate"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""market_context_health.window.unavailable_rate"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
market_context,okx_success,24,740,-716.0,-96.76,数量变化；仅表示规模/活动变化，不直接代表质量改善,"{""previous"": {""path"": ""market_context_health.window.okx_success"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""market_context_health.window.okx_success"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
market_context,kraken_success,0,0,0.0,,与 previous 持平,"{""previous"": {""path"": ""market_context_health.window.kraken_success"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""market_context_health.window.kraken_success"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
market_context,market_context_attempt_success_rate,1.0,0.9987,0.0013,0.13,改善：指标上升,"{""previous"": {""path"": ""market_context_health.window.derived_attempt_success_rate"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""market_context_health.window.derived_attempt_success_rate"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
market_context,resolved_symbol_distribution,"{""ETH-USDT-SWAP"": 4}","{""ETH-USDT-SWAP"": 136}",,,结构化内容变化；需人工查看差异,"{""previous"": {""path"": ""market_context_health.window.resolved_symbol_distribution"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""market_context_health.window.resolved_symbol_distribution"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
market_context,top_failure_reasons,[],"[{""count"": 1, ""reason"": ""timeout""}]",,,结构化内容变化；需人工查看差异,"{""previous"": {""path"": ""market_context_health.window.top_failure_reasons"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""market_context_health.window.top_failure_reasons"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
majors_coverage,covered_major_pairs,"[""ETH/USDT"", ""ETH/USDC""]","[""ETH/USDT"", ""ETH/USDC""]",,,结构化内容未变化,"{""previous"": {""path"": ""majors_coverage_summary.covered_major_pairs"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""majors_coverage_summary.covered_major_pairs"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
majors_coverage,configured_but_disabled_major_pools,"[{""index"": 2, ""pair_label"": ""BTC/USDT"", ""placeholder"": false, ""pool_address"": ""0x9db9e0e53058c89e5b94e29621a205198648425b""}, {""index"": 3, ""pair_label"": ""BTC/USDC"", ""placeholder"": false, ""pool_address"": ""0x004375dff511095cc5a197a54140a24efef3a416""}]",[],,,结构化内容变化；需人工查看差异,"{""previous"": {""path"": ""majors_coverage_summary.major_cli_summary.configured_but_disabled_major_pools"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""majors_coverage_summary.major_cli_summary.configured_but_disabled_major_pools"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
majors_coverage,configured_but_unsupported_chain,"[{""chain"": ""solana"", ""configured_pair_label"": ""SOL/USDC"", ""dex"": ""Orca"", ""enabled"": true, ""example_section"": """", ""index"": 7, ""pair_label"": ""SOL/USDC"", ""pool_address"": ""Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE"", ""pool_type"": ""clmm"", ""priority"": 10, ""protocol"": ""orca_whirlpool"", ""quote_canonical"": ""USDC"", ""reason"": ""unsupported_chain"", ""source_note"": ""GeckoTerminal + Solscan""}, {""chain"": ""solana"", ""configured_pair_label"": ""SOL/USDC"", ""dex"": ""Raydium"", ""enabled"": true, ""example_section"": """", ""index"": 8, ""pair_label"": ""SOL/USDC"", ""pool_address"": ""58oQChx4yWmvKdwLLZzBi4ChoCc2fqCUWBkwMihLYQo2"", ""pool_type"": ""clmm"", ""priority"": 11, ""protocol"": ""raydium"", ""quote_canonical"": ""USDC"", ""reason"": ""unsupported_chain"", ""source_note"": ""GeckoTerminal""}, {""chain"": ""base"", ""configured_pair_label"": ""SOL/USDC"", ""dex"": ""Uniswap"", ""enabled"": true, ""example_section"": """", ""index"": 9, ""pair_label"": ""SOL/USDC"", ""pool_address"": ""0x1cca8388e671e83010843a1a0535b04f2d7e946b"", ""pool_type"": ""clmm"", ""priority"": 12, ""protocol"": ""uniswap_v3"", ""quote_canonical"": ""USDC"", ""reason"": ""unsupported_chain"", ""source_note"": ""GeckoTerminal""}]","[{""chain"": ""solana"", ""configured_pair_label"": ""SOL/USDC"", ""dex"": ""Orca"", ""enabled"": true, ""example_section"": """", ""index"": 7, ""pair_label"": ""SOL/USDC"", ""pool_address"": ""Czfq3xZZDmsdGdUyrNLtRhGc47cXcZtLG4crryfu44zE"", ""pool_type"": ""clmm"", ""priority"": 10, ""protocol"": ""orca_whirlpool"", ""quote_canonical"": ""USDC"", ""reason"": ""unsupported_chain"", ""source_note"": ""GeckoTerminal + Solscan""}, {""chain"": ""solana"", ""configured_pair_label"": ""SOL/USDC"", ""dex"": ""Raydium"", ""enabled"": true, ""example_section"": """", ""index"": 8, ""pair_label"": ""SOL/USDC"", ""pool_address"": ""58oQChx4yWmvKdwLLZzBi4ChoCc2fqCUWBkwMihLYQo2"", ""pool_type"": ""clmm"", ""priority"": 11, ""protocol"": ""raydium"", ""quote_canonical"": ""USDC"", ""reason"": ""unsupported_chain"", ""source_note"": ""GeckoTerminal""}, {""chain"": ""base"", ""configured_pair_label"": ""SOL/USDC"", ""dex"": ""Uniswap"", ""enabled"": true, ""example_section"": """", ""index"": 9, ""pair_label"": ""SOL/USDC"", ""pool_address"": ""0x1cca8388e671e83010843a1a0535b04f2d7e946b"", ""pool_type"": ""clmm"", ""priority"": 12, ""protocol"": ""uniswap_v3"", ""quote_canonical"": ""USDC"", ""reason"": ""unsupported_chain"", ""source_note"": ""GeckoTerminal""}]",,,结构化内容未变化,"{""previous"": {""path"": ""majors_coverage_summary.major_cli_summary.configured_but_unsupported_chain"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""majors_coverage_summary.major_cli_summary.configured_but_unsupported_chain"", ""report_type"": ""overnight_run""}}",source_report_changed:overnight_trade_action->overnight_run
majors_coverage,configured_but_validation_failed,"[{""chain"": ""ethereum"", ""configured_pair_label"": ""WBTC/USDC"", ""dex"": ""Uniswap"", ""example_section"": """", ""fee_tier"": 3000, ""index"": 3, ""pair_label"": ""BTC/USDC"", ""pool_address"": ""0x99ac8cA7087fA4A2A1FB6357269965A2014ABc35"", ""pool_type"": ""clmm"", ""priority"": 1, ""protocol"": ""uniswap_v3"", ""source_note"": ""GeckoTerminal + Uniswap App"", ""validation_reasons"": [""rpc_validation_error:ConnectionError""], ""validation_status"": ""unavailable""}, {""chain"": ""ethereum"", ""configured_pair_label"": ""WBTC/USDC"", ""dex"": ""Uniswap"", ""example_section"": """", ""fee_tier"": 500, ""index"": 4, ""pair_label"": ""BTC/USDC"", ""pool_address"": ""0x9a772018FbD77fcD2d25657e5C547BAfF3Fd7D16"", ""pool_type"": ""clmm"", ""priority"": 3, ""protocol"": ""uniswap_v3"", ""source_note"": ""Etherscan + GeckoTerminal"", ""validation_reasons"": [""rpc_validation_error:ConnectionError""], ""validation_status"": ""unavailable""}, {""chain"": ""ethereum"", ""configured_pair_label"": ""WBTC/USDT"", ""dex"": ""Uniswap"", ""example_section"": """", ""fee_tier"": 3000, ""index"": 5, ""pair_label"": ""BTC/USDT"", ""pool_address"": ""0x9Db9e0e53058C89e5B94e29621a205198648425B"", ""pool_type"": ""clmm"", ""priority"": 2, ""protocol"": ""uniswap_v3"", ""source_note"": ""Etherscan + GeckoTerminal"", ""validation_reasons"": [""rpc_validation_error:ConnectionError""], ""validation_status"": ""unavailable""}, {""chain"": ""ethereum"", ""configured_pair_label"": ""CBBTC/USDC"", ""dex"": ""Uniswap"", ""example_section"": """", ""fee_tier"": 3000, ""index"": 6, ""pair_label"": ""BTC/USDC"", ""pool_address"": ""0x4548280AC92507C9092a511C7396Cbea78FA9E49"", ""pool_type"": ""clmm"", ""priority"": 4, ""protocol"": ""uniswap_v3"", ""source_note"": ""Etherscan"", ""validation_reasons"": [""rpc_validation_error:ConnectionError""], ""validation_status"": ""unavailable""}]","[{""chain"": ""ethereum"", ""configured_pair_label"": ""CBBTC/USDC"", ""dex"": ""Uniswap"", ""example_section"": """", ""fee_tier"": 3000, ""index"": 6, ""pair_label"": ""BTC/USDC"", ""pool_address"": ""0x4548280AC92507C9092a511C7396Cbea78FA9E49"", ""pool_type"": ""clmm"", ""priority"": 4, ""protocol"": ""uniswap_v3"", ""source_note"": ""Etherscan"", ""validation_reasons"": [""missing_expected_base_contract""], ""validation_status"": ""failed""}]",,,结构化内容变化；需人工查看差异,"{""previous"": {""path"": ""majors_coverage_summary.major_cli_summary.configured_but_validation_failed"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""majors_coverage_summary.major_cli_summary.configured_but_validation_failed"", ""report_type"": ""overnight_run""}}",source_report_changed:overnight_trade_action->overnight_run
majors_coverage,missing_major_pairs,"[""BTC/USDT"", ""BTC/USDC"", ""SOL/USDT"", ""SOL/USDC""]","[""BTC/USDT"", ""BTC/USDC"", ""SOL/USDT"", ""SOL/USDC""]",,,结构化内容未变化,"{""previous"": {""path"": ""majors_coverage_summary.missing_major_pairs"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""majors_coverage_summary.missing_major_pairs"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
majors_coverage,missing_major_pairs_count,4,4,0.0,0.0,与 previous 持平,"{""previous"": {""path"": ""majors_coverage_summary.missing_major_pairs.len"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""majors_coverage_summary.missing_major_pairs.len"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
majors_coverage,eth_signal_count,4,136,-132.0,-97.06,数量变化；仅表示规模/活动变化，不直接代表质量改善,"{""previous"": {""path"": ""majors_coverage_summary.eth_signal_count"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""majors_coverage_summary.eth_signal_count"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
majors_coverage,btc_signal_count,0,0,0.0,,与 previous 持平,"{""previous"": {""path"": ""majors_coverage_summary.btc_signal_count"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""majors_coverage_summary.btc_signal_count"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
majors_coverage,sol_signal_count,0,0,0.0,,与 previous 持平,"{""previous"": {""path"": ""majors_coverage_summary.sol_signal_count"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""majors_coverage_summary.sol_signal_count"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
majors_coverage,current_sample_still_eth_only,true,true,,,布尔状态未变化,"{""previous"": {""path"": ""majors_coverage_summary.current_sample_still_eth_only"", ""report_type"": ""overnight_trade_action""}, ""today"": {""path"": ""majors_coverage_summary.current_sample_still_eth_only"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_trade_action->afternoon_evening_state
